ee_#,flsa_category,pr_dept,craft_class_code,project_code,effective_date,reason
291688,Non-Exempt,4104,18-74-703,55126,2/17/2025,Transfer
304258,Non-Exempt,4104,18-41-1003,55094,11/7/2023,Transfer
323677,Non-Exempt,4104,18-2-3080,55086,9/9/2024,Transfer
302459,Non-Exempt,4104,18-77-400,55113,6/13/2023,Transfer
302459,Non-Exempt,4104,18-77-400,55113,11/11/2024,Transfer
323046,Non-Exempt,4104,18-197-500,55105,9/2/2024,Transfer
300088,Non-Exempt,4104,18-41-1003,55085,11/8/2022,Transfer
300088,Non-Exempt,4104,18-41-1003,55085,3/13/2023,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,8/23/2022,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,11/8/2022,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,5/5/2023,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,6/12/2023,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,8/21/2023,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,8/28/2023,Transfer
295573,Non-Exempt,4104,18-41-1001,55091,10/28/2024,Transfer
284641,Exempt,4104,18-2-S267,55156,9/26/2022,Transfer
284641,Exempt,4104,18-2-S267,55156,3/7/2023,Transfer
284641,Exempt,4104,18-2-S267,55156,1/15/2024,Transfer
284641,Exempt,4104,18-2-S267,55156,8/12/2024,Transfer
284641,Exempt,4104,18-2-S267,55156,2/3/2025,Transfer
284641,Non-Exempt,4104,18-2-S267,55156,10/11/2021,Transfer
323631,Non-Exempt,4104,18-47-500,55109,10/30/2024,Transfer
295551,Non-Exempt,4104,18-797-600,55105,7/19/2022,Transfer
295551,Non-Exempt,4104,18-797-600,55105,10/2/2023,Transfer
295551,Non-Exempt,4104,18-797-600,55105,11/28/2023,Transfer
286464,Exempt,4104,18-2-S268,55097,6/10/2024,Transfer
286464,Exempt,4104,18-2-S268,55097,8/19/2024,Transfer
286464,Non-Exempt,4104,18-2-S268,55097,10/17/2022,Transfer
286464,Non-Exempt,4104,18-2-S268,55097,11/13/2023,Transfer
291558,Non-Exempt,4104,18-30-1002,55094,2/28/2023,Transfer
291558,Non-Exempt,4104,18-30-1002,55094,5/9/2023,Transfer
291558,Non-Exempt,4104,18-30-1002,55094,1/15/2024,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,8/23/2022,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,5/5/2023,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,6/12/2023,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,8/21/2023,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,8/28/2023,Transfer
295618,Non-Exempt,4104,18-41-1001,55091,10/28/2024,Transfer
284295,Non-Exempt,4104,18-797-600,55105,10/31/2022,Transfer
284295,Non-Exempt,4104,18-797-600,55105,11/28/2022,Transfer
284295,Non-Exempt,4104,18-797-600,55105,11/28/2023,Transfer
307409,Non-Exempt,4104,18-797-100,55105,11/28/2023,Transfer
309677,Non-Exempt,4104,18-41-1001,55308,9/27/2023,Transfer
309677,Non-Exempt,4104,18-41-1001,55308,10/31/2023,Transfer
302171,Non-Exempt,4104,18-40-1002,55093,1/23/2023,Transfer
291557,Non-Exempt,4104,18-797-500,55105,6/28/2022,Transfer
291557,Non-Exempt,4104,18-797-500,55105,8/23/2022,Transfer
291557,Non-Exempt,4104,18-797-500,55105,3/29/2023,Transfer
291557,Non-Exempt,4104,18-797-500,55105,11/13/2023,Transfer
271003,Exempt,4104,18-4-S429,55105,5/22/2023,Transfer
271003,Exempt,4104,18-4-S429,55105,7/12/2023,Transfer
271003,Exempt,4104,18-4-S429,55105,2/8/2024,Transfer
271003,Non-Exempt,4104,18-4-S429,55105,11/9/2021,Transferred in
271003,Non-Exempt,4104,18-4-S429,55105,2/28/2023,Transfer
300990,Non-Exempt,4104,18-6-A622,55801,4/17/2023,Transfer
300990,Non-Exempt,4104,18-6-A622,55801,8/21/2023,Transfer
317753,Non-Exempt,4104,18-795-400,55109,5/21/2024,Transfer
303969,Non-Exempt,4104,18-40-1001,55087,5/14/2024,Transfer
285484,Non-Exempt,4104,18-77-703,55091,5/23/2022,Transfer
285484,Non-Exempt,4104,18-77-703,55091,1/31/2023,Transfer
285484,Non-Exempt,4104,18-77-703,55091,9/26/2023,Transfer
285484,Non-Exempt,4104,18-77-703,55091,4/10/2024,Transfer
291597,Non-Exempt,4104,18-40-1002,55085,9/12/2023,Transfer
309033,Non-Exempt,4104,18-30-1001,55094,10/31/2023,Transfer
303206,Non-Exempt,4104,18-74-600,55113,8/7/2023,Transfer
303206,Non-Exempt,4104,18-74-600,55113,10/30/2023,Transfer
303206,Non-Exempt,4104,18-74-600,55113,11/19/2024,Transfer
317191,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
296266,Non-Exempt,4104,18-2-3080,55100,11/8/2022,Transfer
296266,Non-Exempt,4104,18-2-3080,55100,5/3/2023,Transfer
296266,Non-Exempt,4104,18-2-3080,55100,1/3/2024,Transfer
296266,Non-Exempt,4104,18-2-3080,55100,10/7/2024,Transfer
302482,Non-Exempt,4104,18-41-1002,55094,6/13/2023,Transfer
302482,Non-Exempt,4104,18-41-1002,55094,7/20/2023,Transfer
302482,Non-Exempt,4104,18-41-1002,55094,1/8/2024,Transfer
295735,Non-Exempt,4104,18-40-1001,55093,8/29/2022,Transfer
295735,Non-Exempt,4104,18-40-1001,55093,9/27/2022,Transfer
295735,Non-Exempt,4104,18-40-1001,55093,1/9/2023,Transfer
304370,Non-Exempt,4104,18-2-3230,55089,11/15/2023,Transfer
304370,Non-Exempt,4104,18-2-3230,55089,1/16/2024,Transfer
323604,Non-Exempt,4104,18-47-500,55109,10/28/2024,Transfer
273481,Non-Exempt,4104,18-41-1002,55076,11/3/2021,Transferred in
323611,Non-Exempt,4104,18-5-5050,55138,9/9/2024,Transfer
323611,Non-Exempt,4104,18-5-5050,55138,12/2/2024,Transfer
323611,Non-Exempt,4104,18-5-5050,55138,12/5/2024,Transfer
323611,Non-Exempt,4104,18-5-5050,55138,1/22/2025,Transfer
306840,Non-Exempt,4104,18-40-1002,55090,6/20/2023,Transfer
311215,Non-Exempt,4104,18-41-1001,55086,10/9/2023,Transfer
311215,Non-Exempt,4104,18-41-1001,55086,2/12/2024,Transfer
323612,Non-Exempt,4104,18-5-5050,55138,9/9/2024,Transfer
323612,Non-Exempt,4104,18-5-5050,55138,12/2/2024,Transfer
323612,Non-Exempt,4104,18-5-5050,55138,12/5/2024,Transfer
323612,Non-Exempt,4104,18-5-5050,55138,1/22/2025,Transfer
303679,Non-Exempt,4104,18-47-401,55143,2/23/2023,Transfer
307304,Non-Exempt,4104,18-8-1006,55086,6/20/2023,Transfer
307304,Non-Exempt,4104,18-8-1006,55086,10/9/2023,Transfer
306611,Non-Exempt,4104,18-40-1002,55090,6/20/2023,Transfer
303335,Non-Exempt,4104,18-30-1003,55089,5/3/2023,Transfer
303335,Non-Exempt,4104,18-30-1003,55089,11/14/2023,Transfer
323176,Non-Exempt,4104,18-40-1001,55311,8/12/2024,Transfer
282674,Non-Exempt,4104,18-40-1001,55796,5/10/2022,Transfer
284140,Non-Exempt,4104,18-47-403,55138,8/1/2022,Transfer
284140,Non-Exempt,4104,18-47-403,55138,11/8/2022,Transfer
284140,Non-Exempt,4104,18-47-403,55138,1/23/2023,Transfer
284140,Non-Exempt,4104,18-47-403,55138,5/21/2024,Transfer
284140,Non-Exempt,4104,18-47-403,55138,10/14/2024,Transfer
306704,Non-Exempt,4104,18-47-400,55109,9/14/2023,Transfer
306704,Non-Exempt,4104,18-47-400,55109,10/19/2023,Transfer
320015,Exempt,4104,18-2-S268,55123,10/7/2024,Transfer
322761,Non-Exempt,4104,18-47-101,55143,9/23/2024,Transfer
65190,Non-Exempt,4104,18-77-401,55109,7/30/2024,Transfer
306999,Non-Exempt,4104,18-41-1001,55094,4/2/2024,Transfer
324852,Non-Exempt,4104,18-41-1002,55123,2/5/2025,Transfer
306245,Non-Exempt,4104,18-40-1002,55090,8/1/2023,Transfer
322028,Non-Exempt,4104,18-8-1004,55094,9/17/2024,Transfer
295097,Non-Exempt,4104,18-77-400,55113,6/7/2023,Transfer
295097,Non-Exempt,4104,18-77-400,55113,8/22/2023,Transfer
307406,Non-Exempt,4104,18-77-101,55138,10/17/2023,Transfer
307406,Non-Exempt,4104,18-77-101,55138,11/28/2023,Transfer
307406,Non-Exempt,4104,18-77-101,55138,7/22/2024,Transfer
307406,Non-Exempt,4104,18-77-101,55138,10/14/2024,Transfer
307406,Non-Exempt,4104,18-77-101,55138,11/12/2024,Transfer
317928,Non-Exempt,4104,18-47-101,55138,10/7/2024,Transfer
317928,Non-Exempt,4104,18-47-101,55138,12/11/2024,Transfer
325907,Non-Exempt,4104,18-47-401,55137,1/13/2025,Transfer
301882,Non-Exempt,4104,18-8-1006,55094,12/5/2023,Transfer
292527,Non-Exempt,4104,18-40-1002,55085,5/5/2022,Transfer
311154,Non-Exempt,4104,18-41-1002,55076,8/28/2023,Transfer
311154,Non-Exempt,4104,18-41-1002,55076,10/19/2023,Transfer
301166,Non-Exempt,4104,18-77-702,55143,10/30/2023,Transfer
301166,Non-Exempt,4104,18-77-702,55143,7/23/2024,Transfer
301166,Non-Exempt,4104,18-77-702,55143,9/23/2024,Transfer
307283,Exempt,4104,18-4-S429,55102,2/24/2025,Transfer
316235,Non-Exempt,4104,18-5-A520,55102,2/17/2025,Transfer
295766,Non-Exempt,4104,18-74-104,55812,6/19/2023,Transfer
295766,Non-Exempt,4104,18-74-104,55812,1/29/2024,Transfer
321764,Non-Exempt,4104,18-47-101,55113,8/14/2024,Transfer
321764,Non-Exempt,4104,18-47-101,55113,11/4/2024,Transfer
321655,Non-Exempt,4104,18-47-101,55113,8/14/2024,Transfer
321655,Non-Exempt,4104,18-47-101,55113,11/4/2024,Transfer
327844,Non-Exempt,4104,18-41-1003,55123,1/8/2025,Transfer
299125,Non-Exempt,4104,18-797-600,55105,6/19/2023,Transfer
299125,Non-Exempt,4104,18-797-600,55105,8/8/2023,Transfer
299125,Non-Exempt,4104,18-797-600,55105,10/2/2023,Transfer
299125,Non-Exempt,4104,18-797-600,55105,11/16/2023,Transfer
306198,Non-Exempt,4104,18-40-1002,55076,10/2/2023,Transfer
324220,Non-Exempt,4104,18-30-1000,55100,10/29/2024,Transfer
322258,Non-Exempt,4104,18-40-1002,55097,7/1/2024,Transfer
283589,Non-Exempt,4104,18-47-600,55109,10/24/2022,Transfer
283589,Non-Exempt,4104,18-47-600,55109,7/29/2024,Transfer
321649,Non-Exempt,4104,18-47-400,55113,11/11/2024,Transfer
307777,Non-Exempt,4104,18-74-500,55109,7/9/2024,Transfer
316989,Non-Exempt,4104,18-30-1003,55093,5/21/2024,Transfer
316989,Non-Exempt,4104,18-30-1003,55093,1/21/2025,Transfer
318413,Non-Exempt,4104,18-5-5030,55091,4/3/2024,Transfer
307421,Non-Exempt,4104,18-77-703,55091,9/26/2023,Transfer
307421,Non-Exempt,4104,18-77-703,55091,4/10/2024,Transfer
300711,Non-Exempt,4104,18-2-3030,55105,10/24/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,5/19/2022,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,9/27/2022,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,12/6/2022,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,5/29/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,7/10/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,7/20/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,8/14/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,9/25/2023,Transfer
292528,Non-Exempt,4104,18-5-5010,55105,12/12/2023,Transfer
299707,Non-Exempt,4104,18-40-1003,55094,11/8/2022,Transfer
291834,Non-Exempt,4104,18-40-1001,55085,3/3/2022,Transfer
291834,Non-Exempt,4104,18-40-1001,55085,4/12/2022,Transfer
291353,Non-Exempt,4104,18-197-600,55105,4/25/2023,Transfer
291353,Non-Exempt,4104,18-197-600,55105,1/16/2024,Transfer
323509,Non-Exempt,4104,18-5-5060,55099,1/15/2025,Transfer
311532,Non-Exempt,4104,18-30-1000,55311,11/4/2024,Transfer
304230,Non-Exempt,4104,18-40-1001,55094,5/3/2023,Transfer
304230,Non-Exempt,4104,18-40-1001,55094,3/25/2024,Transfer
304230,Non-Exempt,4104,18-40-1001,55094,4/2/2024,Transfer
310279,Non-Exempt,4104,18-41-1003,55094,9/14/2023,Transfer
324766,Non-Exempt,4104,18-41-1003,55091,10/1/2024,Transfer
285645,Non-Exempt,4104,18-40-1002,55087,3/16/2023,Transfer
317681,Non-Exempt,4104,18-195-402,55109,8/22/2024,Transfer
286301,Non-Exempt,4104,18-41-1002,55702,2/24/2025,Transfer
317943,Non-Exempt,4104,18-40-1002,55094,3/20/2024,Transfer
318050,Non-Exempt,4104,18-197-400,55105,5/1/2024,Transfer
318733,Non-Exempt,4104,18-47-400,55109,7/30/2024,Transfer
323534,Non-Exempt,4104,18-47-400,55109,8/26/2024,Transfer
328904,Non-Exempt,4104,18-41-1003,55123,2/5/2025,Transfer
323149,Non-Exempt,4104,18-41-1003,55123,2/5/2025,Transfer
283601,Non-Exempt,4104,18-396-601,55702,11/1/2021,Transfer
283601,Non-Exempt,4104,18-396-601,55702,12/13/2021,Transfer
283601,Non-Exempt,4104,18-396-601,55702,5/10/2022,Transfer
283601,Non-Exempt,4104,18-396-601,55702,6/5/2024,Transfer
283601,Non-Exempt,4104,18-396-601,55702,11/11/2024,Transfer
283601,Non-Exempt,4104,18-396-601,55702,12/9/2024,Transfer
298944,Non-Exempt,4104,18-47-600,55113,2/13/2023,Transfer
298944,Non-Exempt,4104,18-47-600,55113,12/13/2023,Transfer
298944,Non-Exempt,4104,18-47-600,55113,4/2/2024,Transfer
298944,Non-Exempt,4104,18-47-600,55113,10/30/2024,Transfer
321999,Non-Exempt,4104,18-47-500,55109,10/28/2024,Transfer
291788,Non-Exempt,4104,18-41-1003,55075,11/15/2022,Transfer
291788,Non-Exempt,4104,18-41-1003,55075,8/3/2023,Transfer
291788,Non-Exempt,4104,18-41-1003,55075,9/14/2023,Transfer
294078,Exempt,4104,18-2-S231,55123,3/21/2023,Transfer
294078,Exempt,4104,18-2-S231,55123,7/3/2023,Transfer
294078,Exempt,4104,18-2-S231,55123,10/9/2023,Transfer
294078,Exempt,4104,18-2-S231,55123,12/22/2023,Transfer
294078,Exempt,4104,18-2-S231,55123,8/26/2024,Transfer
294078,Non-Exempt,4104,18-2-S231,55123,10/24/2022,Transfer
292981,Non-Exempt,4104,18-40-1001,55085,3/10/2022,Transfer
289665,Exempt,4104,18-2-S267,55093,1/5/2022,Transfer
289665,Exempt,4104,18-2-S267,55093,4/11/2022,Transfer
289665,Exempt,4104,18-2-S267,55093,1/4/2023,Transfer
320463,Exempt,4104,18-2-S268,55109,8/5/2024,Transfer
293806,Non-Exempt,4104,18-5-5020,55113,7/8/2024,Transfer
293806,Non-Exempt,4104,18-5-5020,55113,10/21/2024,Transfer
300785,Non-Exempt,4104,18-77-103,55143,10/24/2022,Transfer
300785,Non-Exempt,4104,18-77-103,55143,1/3/2024,Transfer
300785,Non-Exempt,4104,18-77-103,55143,10/28/2024,Transfer
317676,Non-Exempt,4104,18-195-402,55109,8/22/2024,Transfer
300532,Non-Exempt,4104,18-197-400,55123,11/18/2024,Transfer
314532,Non-Exempt,4104,18-64-1003,55086,7/22/2024,Transfer
291350,Non-Exempt,4104,18-297-110,55105,4/25/2023,Transfer
291350,Non-Exempt,4104,18-297-110,55105,1/16/2024,Transfer
276713,Non-Exempt,4104,18-2-3080,55090,8/8/2023,Transfer
258677,Non-Exempt,4104,18-8-1006,55094,9/14/2023,Transfer
258677,Non-Exempt,4104,18-8-1006,55094,9/26/2023,Transfer
276211,Non-Exempt,4104,18-74-400,55109,8/22/2023,Transfer
276211,Non-Exempt,4104,18-74-400,55109,5/1/2024,Transfer
276211,Non-Exempt,4104,18-74-400,55109,6/19/2024,Transfer
318890,Non-Exempt,4104,18-8-1005,55086,8/12/2024,Transfer
318890,Non-Exempt,4104,18-8-1005,55086,9/4/2024,Transfer
318890,Non-Exempt,4104,18-8-1005,55086,10/3/2024,Transfer
303635,Non-Exempt,4104,18-40-1002,55075,8/28/2023,Transfer
294247,Exempt,4104,18-2-S230,55091,10/17/2022,Transfer
294247,Exempt,4104,18-2-S230,55091,1/29/2024,Transfer
301590,Non-Exempt,4104,18-2-3230,55094,6/1/2023,Transfer
301590,Non-Exempt,4104,18-2-3230,55094,4/2/2024,Transfer
283027,Non-Exempt,4104,18-40-1002,55075,10/19/2021,Transferred in
322221,Non-Exempt,4104,18-8-1004,55123,8/20/2024,Transfer
306866,Non-Exempt,4104,18-40-1002,55085,6/13/2023,Transfer
319504,Non-Exempt,4104,18-5-5100,55138,11/26/2024,Transfer
312161,Non-Exempt,4104,18-41-1003,55123,10/2/2023,Transfer
312161,Non-Exempt,4104,18-41-1003,55123,3/13/2024,Transfer
312161,Non-Exempt,4104,18-41-1003,55123,8/1/2024,Transfer
317652,Exempt,4104,18-2-S271,55091,3/18/2024,Transfer
304967,Non-Exempt,4104,18-8-1005,55122,1/25/2024,Transfer
304967,Non-Exempt,4104,18-8-1005,55122,8/5/2024,Transfer
295431,Non-Exempt,4104,18-2-3210,55094,6/20/2022,Transfer
295431,Non-Exempt,4104,18-2-3210,55094,8/22/2022,Transfer
295431,Non-Exempt,4104,18-2-3210,55094,9/27/2022,Transfer
295431,Non-Exempt,4104,18-2-3210,55094,1/3/2024,Transfer
328976,Non-Exempt,4104,18-77-702,55138,12/2/2024,Transfer
328976,Non-Exempt,4104,18-77-702,55138,1/13/2025,Transfer
320637,Non-Exempt,4104,18-47-400,55109,7/30/2024,Transfer
312780,Non-Exempt,4104,18-30-1001,55086,10/17/2023,Transfer
312780,Non-Exempt,4104,18-30-1001,55086,11/7/2023,Transfer
312780,Non-Exempt,4104,18-30-1001,55086,9/9/2024,Transfer
310468,Non-Exempt,4104,18-40-1002,55075,9/14/2023,Transfer
317761,Non-Exempt,4104,18-40-1002,55087,11/18/2024,Transfer
307353,Non-Exempt,4104,18-47-400,55113,9/3/2024,Transfer
307353,Non-Exempt,4104,18-47-400,55113,11/18/2024,Transfer
286330,Non-Exempt,4104,18-8-1006,55097,6/12/2023,Transfer
286330,Non-Exempt,4104,18-8-1006,55097,6/15/2023,Transfer
286330,Non-Exempt,4104,18-8-1006,55097,7/12/2023,Transfer
322810,Non-Exempt,4104,18-745-100,55117,10/14/2024,Transfer
322438,Non-Exempt,4104,18-745-100,55117,9/10/2024,Transfer
322438,Non-Exempt,4104,18-745-100,55117,10/14/2024,Transfer
300632,Non-Exempt,4104,18-47-400,55109,2/23/2023,Transfer
300632,Non-Exempt,4104,18-47-400,55109,6/13/2023,Transfer
276752,Non-Exempt,4104,18-40-1002,55087,2/23/2023,Transfer
304511,Non-Exempt,4104,18-797-100,55105,8/15/2023,Transfer
304511,Non-Exempt,4104,18-797-100,55105,9/19/2023,Transfer
304511,Non-Exempt,4104,18-797-100,55105,1/31/2024,Transfer
259610,Non-Exempt,4104,18-6-A621,55143,7/11/2022,Transfer
259610,Non-Exempt,4104,18-6-A621,55143,10/14/2024,Transfer
307630,Non-Exempt,4104,18-47-102,55143,3/28/2024,Transfer
307630,Non-Exempt,4104,18-47-102,55143,10/28/2024,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,5/10/2022,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,6/28/2022,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,9/21/2022,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,2/1/2023,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,8/15/2023,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,9/18/2023,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,1/29/2024,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,6/17/2024,Transfer
284433,Non-Exempt,4104,18-2-3080,55105,7/23/2024,Transfer
307960,Non-Exempt,4104,18-197-400,55105,6/19/2023,Transfer
307960,Non-Exempt,4104,18-197-400,55105,8/7/2023,Transfer
307960,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
307960,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
319809,Non-Exempt,4104,18-197-400,55105,6/5/2024,Transfer
319809,Non-Exempt,4104,18-197-400,55105,7/17/2024,Transfer
271099,Non-Exempt,4104,18-47-101,55113,11/4/2024,Transfer
323138,Non-Exempt,4104,18-41-1003,55123,2/5/2025,Transfer
319794,Non-Exempt,4104,18-40-1003,55100,8/12/2024,Transfer
319794,Non-Exempt,4104,18-40-1003,55100,10/21/2024,Transfer
275983,Non-Exempt,4104,18-41-1002,55085,6/20/2022,Transfer
275983,Non-Exempt,4104,18-41-1002,55085,8/22/2022,Transfer
275983,Non-Exempt,4104,18-41-1002,55085,9/27/2022,Transfer
275983,Non-Exempt,4104,18-41-1002,55085,9/12/2023,Transfer
291596,Non-Exempt,4104,18-77-103,55143,3/9/2022,Transfer
291596,Non-Exempt,4104,18-77-103,55143,2/21/2023,Transfer
291596,Non-Exempt,4104,18-77-103,55143,4/24/2023,Transfer
291596,Non-Exempt,4104,18-77-103,55143,4/24/2024,Transfer
291596,Non-Exempt,4104,18-77-103,55143,7/1/2024,Transfer
291596,Non-Exempt,4104,18-77-103,55143,10/14/2024,Transfer
318161,Non-Exempt,4104,18-40-1002,55094,9/16/2024,Transfer
318455,Non-Exempt,4104,18-41-1001,55311,6/19/2024,Transfer
318455,Non-Exempt,4104,18-41-1001,55311,9/10/2024,Transfer
288989,Non-Exempt,4104,18-8-1004,55087,10/13/2021,Transferred in
288989,Non-Exempt,4104,18-8-1004,55087,11/8/2022,Transfer
317713,Non-Exempt,4104,18-40-1002,55087,11/18/2024,Transfer
317778,Non-Exempt,4104,18-299-501,55123,10/14/2024,Transfer
247489,Non-Exempt,4104,18-6-A621,Unknown,4/19/2023,Transfer
327837,Non-Exempt,4104,18-77-400,55138,1/13/2025,Transfer
319178,Non-Exempt,4104,18-40-1001,55103,6/10/2024,Transfer
302457,Non-Exempt,4104,18-8-1005,55101,10/5/2023,Transfer
302457,Non-Exempt,4104,18-8-1005,55101,5/28/2024,Transfer
271786,Non-Exempt,4104,18-5-A522,55156,1/20/2025,Transfer
271786,Non-Exempt,4104,18-5-A522,55156,2/17/2025,Transfer
319181,Non-Exempt,4104,18-47-101,55113,10/30/2024,Transfer
286642,Exempt,4104,18-2-S260,55102,1/20/2025,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,6/7/2022,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,6/27/2022,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,2/9/2023,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,4/24/2023,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,7/12/2023,Transfer
286642,Non-Exempt,4104,18-2-S260,55102,2/12/2024,Transfer
289081,Non-Exempt,4104,18-8-1005,55100,2/6/2024,Transfer
289081,Non-Exempt,4104,18-8-1005,55100,7/30/2024,Transfer
288586,Non-Exempt,4104,18-2-3220,55086,3/25/2024,Transfer
288586,Non-Exempt,4104,18-2-3220,55086,10/7/2024,Transfer
288586,Non-Exempt,4104,18-2-3220,55086,12/16/2024,Transfer
313033,Non-Exempt,4104,18-41-1001,55313,10/9/2023,Transfer
313033,Non-Exempt,4104,18-41-1001,55313,10/23/2023,Transfer
313033,Non-Exempt,4104,18-41-1001,55313,11/28/2023,Transfer
286476,Non-Exempt,4104,18-40-1002,55107,10/31/2023,Transfer
320181,Non-Exempt,4104,18-41-1002,55120,11/4/2024,Transfer
320065,Non-Exempt,4104,18-8-1005,55311,8/13/2024,Transfer
320089,Non-Exempt,4104,18-40-1001,55311,9/11/2024,Transfer
323129,Non-Exempt,4104,18-41-1003,55094,8/20/2024,Transfer
312190,Exempt,4104,18-4-S429,55097,9/4/2023,Transfer
312190,Exempt,4104,18-4-S429,55097,6/10/2024,Transfer
312123,Non-Exempt,4104,18-47-400,55113,7/29/2024,Transfer
317188,Non-Exempt,4104,18-47-400,55113,7/25/2024,Transfer
284368,Non-Exempt,4104,18-41-1002,55086,11/8/2022,Transfer
323894,Non-Exempt,4104,18-41-1003,55101,8/19/2024,Transfer
307004,Non-Exempt,4104,18-40-1001,55090,6/21/2023,Transfer
284109,Non-Exempt,4104,18-74-101,55113,9/8/2022,Transfer
284109,Non-Exempt,4104,18-74-101,55113,1/3/2023,Transfer
284109,Non-Exempt,4104,18-74-101,55113,1/18/2023,Transfer
284109,Non-Exempt,4104,18-74-101,55113,8/7/2023,Transfer
284109,Non-Exempt,4104,18-74-101,55113,11/27/2023,Transfer
284109,Non-Exempt,4104,18-74-101,55113,2/5/2024,Transfer
284109,Non-Exempt,4104,18-74-101,55113,8/5/2024,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,5/5/2022,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,12/1/2022,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,3/30/2023,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,8/14/2023,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,7/1/2024,Transfer
292386,Non-Exempt,4104,18-2-3220,55123,12/16/2024,Transfer
284108,Non-Exempt,4104,18-5-A504,55085,2/21/2022,Transfer
284108,Non-Exempt,4104,18-5-A504,55085,6/28/2022,Transfer
319150,Non-Exempt,4104,18-41-1003,55123,11/11/2024,Transfer
282922,Non-Exempt,4104,18-8-1004,55105,11/9/2023,Transfer
310639,Non-Exempt,4104,18-198-500,55107,10/24/2023,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,5/5/2022,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,9/14/2022,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,12/1/2022,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,3/30/2023,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,7/1/2024,Transfer
292508,Non-Exempt,4104,18-8-1005,55123,1/6/2025,Transfer
286674,Exempt,4104,18-2-S231,55096,4/17/2023,Transfer
286674,Exempt,4104,18-2-S231,55096,7/6/2023,Transfer
307931,Non-Exempt,4104,18-41-1003,55090,8/1/2023,Transfer
314955,Exempt,4104,18-1-S194,55091,1/1/2024,Transfer
284067,Non-Exempt,4104,18-41-1003,55086,11/28/2023,Transfer
322276,Non-Exempt,4104,18-40-1002,55100,8/19/2024,Transfer
322276,Non-Exempt,4104,18-40-1002,55100,10/21/2024,Transfer
284471,Non-Exempt,4104,18-41-1003,55109,10/23/2024,Transfer
292031,Non-Exempt,4104,18-41-1001,55086,5/16/2022,Transfer
292031,Non-Exempt,4104,18-41-1001,55086,11/8/2022,Transfer
322865,Non-Exempt,4104,18-41-1003,55100,10/4/2024,Transfer
329055,Non-Exempt,4104,18-41-1003,55123,1/29/2025,Transfer
319999,Non-Exempt,4104,18-41-1003,55123,7/31/2024,Transfer
319999,Non-Exempt,4104,18-41-1003,55123,9/4/2024,Transfer
319999,Non-Exempt,4104,18-41-1003,55123,1/28/2025,Transfer
323181,Non-Exempt,4104,18-41-1003,55094,8/22/2024,Transfer
308404,Non-Exempt,4104,18-47-403,55138,12/5/2023,Transfer
308404,Non-Exempt,4104,18-47-403,55138,1/7/2025,Transfer
318581,Non-Exempt,4104,18-47-101,55138,7/11/2024,Transfer
318581,Non-Exempt,4104,18-47-101,55138,10/14/2024,Transfer
308447,Non-Exempt,4104,18-30-1003,55100,5/21/2024,Transfer
286940,Non-Exempt,4104,18-2-3070,55093,8/16/2022,Transfer
