EE #,FLSA Category,PR Dept,Reason,Craft Class Code,Project Code,Promotion Date
309631,Non-Exempt,4104,Promotion,18-748-500,55307.0,2023-06-19
299863,Exempt,4104,Promotion,18-2-S225,,2023-08-21
299863,Exempt,4104,Promotion,18-2-S225,,2024-03-04
299863,Non-Exempt,4104,Promotion,18-2-S225,,2023-01-09
322564,Exempt,4104,Promotion,18-4-S429,55109.0,2024-11-25
306538,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-01-29
306538,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-06-17
288320,Exempt,4104,Promotion,18-2-S263,55086.0,2023-05-15
284389,Non-Exempt,4104,Promotion,18-2-3220,55156.0,2021-10-11
284389,Non-Exempt,4104,Promotion,18-2-3220,55156.0,2022-01-24
284389,Non-Exempt,4104,Promotion,18-2-3220,55156.0,2022-10-24
284389,Non-Exempt,4104,Promotion,18-2-3220,55156.0,2023-06-19
293541,Exempt,4104,Promotion,18-2-S271,55143.0,2024-10-14
293541,Non-Exempt,4104,Promotion,18-2-S271,55143.0,2022-06-27
293541,Non-Exempt,4104,Promotion,18-2-S271,55143.0,2023-02-13
293541,Non-Exempt,4104,Promotion,18-2-S271,55143.0,2023-10-09
293541,Non-Exempt,4104,Promotion,18-2-S271,55143.0,2024-07-01
271677,Non-Exempt,4104,Promotion,18-2-3060,55100.0,2022-10-03
294366,Non-Exempt,4104,Promotion,18-8-1004,55109.0,2022-06-20
294366,Non-Exempt,4104,Promotion,18-8-1004,55109.0,2022-11-07
308137,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-07-31
296273,Non-Exempt,4104,Promotion,18-77-102,55138.0,2023-08-21
308566,Non-Exempt,4104,Promotion,18-5-5020,55143.0,2024-03-18
296528,Non-Exempt,4104,Promotion,18-8-1006,55105.0,2023-08-21
221312,Exempt,4104,Promotion,18-197-801,55138.0,2023-07-17
291825,Non-Exempt,4104,Promotion,18-197-601,55105.0,2024-06-10
300555,Non-Exempt,4104,Promotion,18-47-600,55109.0,2023-06-26
300555,Non-Exempt,4104,Promotion,18-47-600,55109.0,2024-09-23
308034,Non-Exempt,4104,Promotion,18-41-1003,55096.0,2023-08-28
309583,Non-Exempt,4104,Promotion,18-299-101,55117.0,2023-07-31
310660,Non-Exempt,4104,Promotion,18-41-1001,55101.0,2023-08-28
310660,Non-Exempt,4104,Promotion,18-41-1001,55101.0,2024-04-01
310638,Non-Exempt,4104,Promotion,18-41-1002,55096.0,2023-09-18
304613,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2025-01-06
279997,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2021-11-04
279997,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2022-04-18
279997,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2023-08-07
279997,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2024-12-16
304259,Non-Exempt,4104,Promotion,18-77-701,55150.0,2024-04-08
307230,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-07-17
307230,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-08-28
309146,Non-Exempt,4104,Promotion,18-41-1001,55081.0,2023-08-28
306708,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2023-07-17
306708,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2023-08-28
303574,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2023-05-29
303574,Non-Exempt,4104,Promotion,18-2-3070,55091.0,2025-01-06
306655,Exempt,4104,Promotion,18-1-S194,55094.0,2024-11-18
284296,Exempt,4104,Promotion,18-2-S268,55086.0,2022-04-25
284296,Exempt,4104,Promotion,18-2-S268,55086.0,2024-12-16
284296,Non-Exempt,4104,Promotion,18-2-S268,55086.0,2021-12-06
270078,Exempt,4104,Promotion,18-4-S429,55093.0,2022-05-16
301529,Non-Exempt,4104,Promotion,18-77-501,55109.0,2023-01-09
307860,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-08-28
300939,Non-Exempt,4104,Promotion,18-41-1003,55086.0,2023-02-13
311259,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-08-28
283664,Non-Exempt,4104,Promotion,18-2-3220,55723.0,2024-07-15
317702,Exempt,4104,Promotion,18-4-S444,55102.0,2024-08-26
311789,Non-Exempt,4104,Promotion,18-41-1002,55081.0,2023-10-02
324783,Non-Exempt,4104,Promotion,18-41-1002,55086.0,2024-12-02
276464,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-01-10
302731,Non-Exempt,4104,Promotion,18-8-1004,55123.0,2024-05-27
302644,Exempt,4104,Promotion,18-2-S263,55156.0,2023-07-24
302644,Exempt,4104,Promotion,18-2-S263,55156.0,2024-08-26
302644,Exempt,4104,Promotion,18-2-S263,55156.0,2025-01-20
302644,Non-Exempt,4104,Promotion,18-2-S263,55156.0,2023-06-05
298993,Non-Exempt,4104,Promotion,18-2-S265,55123.0,2022-11-21
300170,Non-Exempt,4104,Promotion,18-47-601,55109.0,2024-06-17
298363,Non-Exempt,4104,Promotion,18-41-1003,55105.0,2023-02-13
300820,Exempt,4104,Promotion,18-1-S194,55109.0,2023-04-24
309126,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-07-17
309126,Non-Exempt,4104,Promotion,18-41-1003,55123.0,2023-10-02
286641,Non-Exempt,4104,Promotion,18-41-1003,55087.0,2022-03-28
286641,Non-Exempt,4104,Promotion,18-41-1003,55087.0,2023-05-29
248013,Exempt,4104,Promotion,18-2-S231,55143.0,2022-04-18
248013,Exempt,4104,Promotion,18-2-S231,55143.0,2025-01-06
276286,Exempt,4104,Promotion,18-2-S270,55105.0,2021-10-18
330682,Non-Exempt,4104,Promotion,18-5-A522,55126.0,2025-02-10
282147,Non-Exempt,4104,Promotion,18-6-A344,,2022-09-26
282147,Non-Exempt,4104,Promotion,18-6-A344,,2023-12-04
177675,Non-Exempt,4104,Promotion,18-8-1006,55093.0,2023-02-20
283103,Non-Exempt,4104,Promotion,18-40-1001,55085.0,2021-10-11
272925,Exempt,4104,Promotion,18-4-S403,,2022-05-16
272925,Exempt,4104,Promotion,18-4-S403,,2023-05-22
273561,Exempt,4104,Promotion,18-4-S427,55075.0,2022-08-22
320827,Non-Exempt,4104,Promotion,18-745-800,55117.0,2024-05-13
306079,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-07-17
299073,Exempt,4104,Promotion,18-2-S266,55143.0,2023-06-19
283537,Non-Exempt,4104,Promotion,18-757-504,55074.0,2022-02-28
318171,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-03-04
307509,Non-Exempt,4104,Promotion,18-5-5060,55143.0,2024-10-14
294929,Exempt,4104,Promotion,18-2-S263,55138.0,2023-07-10
294929,Non-Exempt,4104,Promotion,18-2-S263,55138.0,2022-10-17
291040,Non-Exempt,4104,Promotion,18-2-3220,55113.0,2021-12-06
291040,Non-Exempt,4104,Promotion,18-2-3220,55113.0,2022-07-18
290000,Non-Exempt,4104,Promotion,18-8-1006,55801.0,2022-10-03
290000,Non-Exempt,4104,Promotion,18-8-1006,55801.0,2023-02-13
296723,Non-Exempt,4104,Promotion,18-8-1006,55091.0,2023-02-13
296712,Non-Exempt,4104,Promotion,18-2-3030,55091.0,2022-10-24
296712,Non-Exempt,4104,Promotion,18-2-3030,55091.0,2023-06-19
296712,Non-Exempt,4104,Promotion,18-2-3030,55091.0,2024-02-19
284000,Exempt,4104,Promotion,18-2-S222,55085.0,2021-11-22
299122,Non-Exempt,4104,Promotion,18-30-1002,55076.0,2023-01-23
289642,Exempt,4104,Promotion,18-4-S429,55091.0,2023-04-03
289642,Non-Exempt,4104,Promotion,18-4-S429,55091.0,2022-06-20
289642,Non-Exempt,4104,Promotion,18-4-S429,55091.0,2022-10-31
302581,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-02-13
302581,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-07-31
294893,Exempt,4104,Promotion,18-2-S268,55113.0,2024-02-19
302476,Non-Exempt,4104,Promotion,18-2-3110,55086.0,2023-02-27
321987,Non-Exempt,4104,Promotion,18-2-3110,55091.0,2024-10-13
299757,Non-Exempt,4104,Promotion,18-8-1005,55090.0,2022-10-10
299757,Non-Exempt,4104,Promotion,18-8-1005,55090.0,2023-02-13
302762,Non-Exempt,4104,Promotion,18-74-601,55113.0,2024-08-26
275493,Non-Exempt,4104,Promotion,18-40-1001,55094.0,2022-06-27
259041,Non-Exempt,4104,Promotion,18-1-S187,55156.0,2021-12-06
259041,Non-Exempt,4104,Promotion,18-1-S187,55156.0,2023-03-27
306381,Non-Exempt,4104,Promotion,18-2-3230,55094.0,2024-06-17
304242,Non-Exempt,4104,Promotion,18-2-3070,55094.0,2023-04-03
304242,Non-Exempt,4104,Promotion,18-2-3070,55094.0,2023-10-16
309901,Non-Exempt,4104,Promotion,18-77-405,55143.0,2024-01-29
283014,Non-Exempt,4104,Promotion,18-40-1001,55075.0,2021-12-06
302978,Non-Exempt,4104,Promotion,18-77-402,55138.0,2023-09-11
292509,Non-Exempt,4104,Promotion,18-8-1005,55101.0,2024-01-29
288245,Non-Exempt,4104,Promotion,18-2-3060,55091.0,2022-08-08
298400,Non-Exempt,4104,Promotion,18-2-3060,55094.0,2023-11-06
321196,Non-Exempt,4104,Promotion,18-41-1002,55123.0,2024-08-19
309297,Non-Exempt,4104,Promotion,18-8-1005,55091.0,2024-05-20
303202,Non-Exempt,4104,Promotion,18-5-5090,55105.0,2023-11-20
303202,Non-Exempt,4104,Promotion,18-5-5090,55105.0,2024-08-19
286745,Non-Exempt,4104,Promotion,18-5-5010,55105.0,2023-04-24
291028,Non-Exempt,4104,Promotion,18-2-S271,55138.0,2022-08-15
291028,Non-Exempt,4104,Promotion,18-2-S271,55138.0,2023-06-12
274772,Non-Exempt,4104,Promotion,18-40-1001,55094.0,2023-04-03
259059,Exempt,4104,Promotion,18-2-S267,55091.0,2023-08-14
259059,Exempt,4104,Promotion,18-2-S267,55091.0,2024-06-17
312600,Non-Exempt,4104,Promotion,18-77-703,55143.0,2024-07-15
317880,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2024-10-28
303401,Non-Exempt,4104,Promotion,18-8-1006,55100.0,2023-12-18
286800,Exempt,4104,Promotion,18-2-S270,55093.0,2023-01-09
306290,Non-Exempt,4104,Promotion,18-8-1005,55123.0,2023-05-15
283479,Non-Exempt,4104,Promotion,18-797-600,55105.0,2023-01-30
317382,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-03-04
259042,Non-Exempt,4104,Promotion,18-2-3210,55091.0,2022-10-24
259042,Non-Exempt,4104,Promotion,18-2-3210,55091.0,2023-05-29
259042,Non-Exempt,4104,Promotion,18-2-3210,55091.0,2024-03-18
317027,Non-Exempt,4104,Promotion,18-5-5100,55123.0,2024-11-18
329955,Non-Exempt,4104,Promotion,18-77-703,55137.0,2025-02-17
242085,Non-Exempt,4104,Promotion,18-77-703,55126.0,2022-06-13
242085,Non-Exempt,4104,Promotion,18-77-703,55126.0,2022-08-01
301504,Non-Exempt,4104,Promotion,18-5-5020,55138.0,2023-09-11
300844,Exempt,4104,Promotion,18-2-S268,55143.0,2024-07-29
300844,Non-Exempt,4104,Promotion,18-2-S268,55143.0,2023-01-23
308127,Non-Exempt,4104,Promotion,18-8-1005,55091.0,2023-09-04
236632,Non-Exempt,4104,Promotion,18-2-S260,55105.0,2022-02-14
286461,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-01-17
302990,Non-Exempt,4104,Promotion,18-74-703,55138.0,2023-01-16
291760,Non-Exempt,4104,Promotion,18-8-1006,55086.0,2023-01-09
259484,Exempt,4104,Promotion,18-2-S222,55087.0,2023-03-20
286765,Non-Exempt,4104,Promotion,18-40-1001,55076.0,2022-06-06
308139,Non-Exempt,4104,Promotion,18-5-5030,55093.0,2023-08-28
314483,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-14
304800,Non-Exempt,4104,Promotion,18-77-501,55113.0,2023-04-24
306949,Non-Exempt,4104,Promotion,18-41-1001,55090.0,2023-07-17
242067,Non-Exempt,4104,Promotion,18-62-1001,,2022-09-12
299948,Exempt,4104,Promotion,18-5-S524,,2024-02-26
307208,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-10-02
289680,Non-Exempt,4104,Promotion,18-73-1000,55076.0,2022-05-09
300750,Exempt,4104,Promotion,18-1-S189,55156.0,2023-03-13
291847,Non-Exempt,4104,Promotion,18-74-600,55113.0,2022-01-17
291847,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-03-13
291847,Non-Exempt,4104,Promotion,18-74-600,55113.0,2023-04-17
291847,Non-Exempt,4104,Promotion,18-74-600,55113.0,2025-01-08
305389,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2023-06-12
290908,Non-Exempt,4104,Promotion,18-47-600,55109.0,2022-09-19
290908,Non-Exempt,4104,Promotion,18-47-600,55109.0,2023-05-29
290908,Non-Exempt,4104,Promotion,18-47-600,55109.0,2023-06-12
291689,Non-Exempt,4104,Promotion,18-77-402,55809.0,2023-07-03
306024,Non-Exempt,4104,Promotion,18-299-522,55117.0,2024-05-08
286092,Exempt,4104,Promotion,18-2-S267,55105.0,2023-11-20
286092,Exempt,4104,Promotion,18-2-S267,55105.0,2024-11-25
286088,Exempt,4104,Promotion,18-2-S267,55105.0,2023-05-22
289824,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2021-11-01
284287,Non-Exempt,4104,Promotion,18-74-702,55143.0,2022-02-21
284287,Non-Exempt,4104,Promotion,18-74-702,55143.0,2022-10-24
284287,Non-Exempt,4104,Promotion,18-74-702,55143.0,2023-10-30
230615,Non-Exempt,4104,Promotion,18-41-1003,55087.0,2022-03-28
291481,Non-Exempt,4104,Promotion,18-41-1002,55801.0,2022-04-11
275477,Non-Exempt,4104,Promotion,18-41-1001,55094.0,2022-10-24
299843,Non-Exempt,4104,Promotion,18-297-415,55105.0,2023-02-13
299182,Non-Exempt,4104,Promotion,18-41-1002,55101.0,2023-10-16
304652,Non-Exempt,4104,Promotion,18-47-102,55143.0,2023-04-17
304652,Non-Exempt,4104,Promotion,18-47-102,55143.0,2023-06-05
271820,Non-Exempt,4104,Promotion,18-2-3040,55126.0,2023-07-24
286456,Exempt,4104,Promotion,18-2-S268,55105.0,2022-10-03
286456,Non-Exempt,4104,Promotion,18-2-S268,55105.0,2022-07-18
275396,Exempt,4104,Promotion,18-2-S231,55138.0,2022-03-14
248164,Non-Exempt,4104,Promotion,18-2-3230,55143.0,2021-11-22
248164,Non-Exempt,4104,Promotion,18-2-3230,55143.0,2024-02-26
284642,Non-Exempt,4104,Promotion,18-2-S268,55812.0,2023-02-13
317827,Non-Exempt,4104,Promotion,18-40-1002,55101.0,2024-03-04
290410,Non-Exempt,4104,Promotion,18-5-5070,55126.0,2022-04-04
290410,Non-Exempt,4104,Promotion,18-5-5070,55126.0,2022-05-02
290410,Non-Exempt,4104,Promotion,18-5-5070,55126.0,2023-05-15
304186,Exempt,4104,Promotion,18-4-S429,55102.0,2024-04-29
304186,Non-Exempt,4104,Promotion,18-4-S429,55102.0,2023-05-15
304186,Non-Exempt,4104,Promotion,18-4-S429,55102.0,2023-09-11
291348,Non-Exempt,4104,Promotion,18-197-600,55105.0,2022-06-27
291348,Non-Exempt,4104,Promotion,18-197-600,55105.0,2023-01-09
291348,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-09-30
318571,Non-Exempt,4104,Promotion,18-197-600,55105.0,2024-05-27
275399,Exempt,4104,Promotion,18-797-800,55105.0,2022-09-12
275399,Non-Exempt,4104,Promotion,18-797-800,55105.0,2022-06-06
286575,Non-Exempt,4104,Promotion,18-8-1005,55094.0,2021-12-06
299841,Non-Exempt,4104,Promotion,18-8-1006,55100.0,2022-11-21
306549,Non-Exempt,4104,Promotion,18-77-402,55113.0,2023-06-26
296307,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2022-10-17
219095,Non-Exempt,4104,Promotion,18-8-1006,55107.0,2023-11-27
219095,Non-Exempt,4104,Promotion,18-8-1006,55107.0,2024-01-08
294332,Exempt,4104,Promotion,18-2-S227,55126.0,2023-01-09
294332,Exempt,4104,Promotion,18-2-S227,55126.0,2023-04-03
294332,Exempt,4104,Promotion,18-2-S227,55126.0,2024-11-18
298304,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2022-08-22
284580,Non-Exempt,4104,Promotion,18-5-5010,55113.0,2022-05-09
284580,Non-Exempt,4104,Promotion,18-5-5010,55113.0,2023-06-19
283694,Exempt,4104,Promotion,18-47-601,55113.0,2023-02-27
283694,Non-Exempt,4104,Promotion,18-47-601,55113.0,2022-05-09
293812,Non-Exempt,4104,Promotion,18-41-1002,55308.0,2023-07-24
303672,Non-Exempt,4104,Promotion,18-2-3230,55087.0,2023-07-17
282239,Exempt,4104,Promotion,18-2-S260,55085.0,2022-05-02
289419,Non-Exempt,4104,Promotion,18-41-1002,55085.0,2022-10-24
283008,Non-Exempt,4104,Promotion,18-2-3220,55085.0,2023-04-10
299123,Non-Exempt,4104,Promotion,18-8-1006,55105.0,2024-06-10
118455,Non-Exempt,4104,Promotion,18-2-3210,55093.0,2023-09-04
303054,Non-Exempt,4104,Promotion,18-5-5030,55801.0,2023-05-15
303054,Non-Exempt,4104,Promotion,18-5-5030,55801.0,2023-07-31
303054,Non-Exempt,4104,Promotion,18-5-5030,55801.0,2023-09-04
291790,Non-Exempt,4104,Promotion,18-41-1003,55308.0,2023-07-31
302803,Non-Exempt,4104,Promotion,18-77-402,55138.0,2023-04-03
290621,Non-Exempt,4104,Promotion,18-2-3230,55094.0,2023-04-03
307899,Non-Exempt,4104,Promotion,18-8-1004,55100.0,2023-11-27
303084,Non-Exempt,4104,Promotion,18-74-103,55126.0,2023-05-29
307779,Non-Exempt,4104,Promotion,18-8-1005,55306.0,2023-05-01
307632,Non-Exempt,4104,Promotion,18-47-400,55113.0,2023-06-05
286804,Non-Exempt,4104,Promotion,18-2-S268,55105.0,2022-07-18
289965,Exempt,4104,Promotion,18-1-S190,,2023-04-03
286563,Non-Exempt,4104,Promotion,18-2-3210,55096.0,2021-10-25
303670,Non-Exempt,4104,Promotion,18-77-102,55143.0,2023-05-08
275204,Non-Exempt,4104,Promotion,18-5-5010,55094.0,2022-05-16
299974,Non-Exempt,4104,Promotion,18-77-701,55138.0,2023-07-10
307982,Exempt,4104,Promotion,18-4-S444,55138.0,2024-03-11
307982,Exempt,4104,Promotion,18-4-S444,55138.0,2025-01-06
310863,Non-Exempt,4104,Promotion,18-748-500,55307.0,2023-07-27
319347,Non-Exempt,4104,Promotion,18-745-500,55117.0,2024-04-22
280959,Exempt,4104,Promotion,18-2-S268,55100.0,2021-11-29
316245,Exempt,4104,Promotion,18-5-S507,55812.0,2024-11-04
274821,Non-Exempt,4104,Promotion,18-2-3030,55085.0,2022-01-17
293358,Exempt,4104,Promotion,18-2-S260,55120.0,2024-04-29
293358,Non-Exempt,4104,Promotion,18-2-S260,55120.0,2022-12-01
293358,Non-Exempt,4104,Promotion,18-2-S260,55120.0,2023-06-05
293358,Non-Exempt,4104,Promotion,18-2-S260,55120.0,2023-07-24
11228,Non-Exempt,4104,Promotion,18-8-1006,55085.0,2022-09-12
310866,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-14
329251,Non-Exempt,4104,Promotion,18-5-5090,55113.0,2025-01-27
308511,Non-Exempt,4104,Promotion,18-765-102,55303.0,2023-05-22
295229,Exempt,4104,Promotion,18-1-S169,,2023-10-02
295229,Exempt,4104,Promotion,18-1-S169,,2024-08-19
291282,Exempt,4104,Promotion,18-798-801,55107.0,2023-05-29
300553,Non-Exempt,4104,Promotion,18-4-A426,55120.0,2023-06-19
307721,Non-Exempt,4104,Promotion,18-41-1003,55100.0,2023-07-17
296267,Exempt,4104,Promotion,18-1-S189,55103.0,2022-09-26
292647,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2022-06-20
292647,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2023-07-10
292647,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2024-05-06
292647,Non-Exempt,4104,Promotion,18-2-3050,55086.0,2024-10-14
292197,Exempt,4104,Promotion,18-2-S271,55085.0,2022-10-03
307325,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-07-17
280593,Non-Exempt,4104,Promotion,18-77-102,55138.0,2022-11-07
303152,Non-Exempt,4104,Promotion,18-77-601,55113.0,2023-10-02
304428,Non-Exempt,4104,Promotion,18-77-501,55113.0,2023-01-30
304427,Non-Exempt,4104,Promotion,18-77-501,55113.0,2023-04-03
270154,Non-Exempt,4104,Promotion,18-40-1001,55086.0,2023-01-23
275949,Non-Exempt,4104,Promotion,18-41-1001,55105.0,2022-09-05
308656,Non-Exempt,4104,Promotion,18-41-1003,55075.0,2023-08-28
307624,Non-Exempt,4104,Promotion,18-2-3090,55113.0,2023-06-05
302586,Non-Exempt,4104,Promotion,18-8-1006,55075.0,2023-03-13
272674,Non-Exempt,4104,Promotion,18-8-1004,55094.0,2022-08-08
306714,Non-Exempt,4104,Promotion,18-198-500,55107.0,2023-05-01
289996,Non-Exempt,4104,Promotion,18-47-400,55113.0,2024-02-26
319208,Non-Exempt,4104,Promotion,18-2-3040,55120.0,2024-05-20
320059,Non-Exempt,4104,Promotion,18-5-5010,55105.0,2024-06-24
295335,Exempt,4104,Promotion,18-4-S428,55113.0,2024-08-20
283166,Non-Exempt,4104,Promotion,18-8-1006,55076.0,2022-11-07
295554,Non-Exempt,4104,Promotion,18-8-1006,55094.0,2024-06-10
285981,Non-Exempt,4104,Promotion,18-77-701,55138.0,2023-04-03
285981,Non-Exempt,4104,Promotion,18-77-701,55138.0,2024-09-23
282905,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2023-07-17
282905,Non-Exempt,4104,Promotion,18-41-1001,55100.0,2023-10-02
275958,Non-Exempt,4104,Promotion,18-41-1002,55100.0,2023-02-13
291974,Non-Exempt,4104,Promotion,18-2-3110,55086.0,2022-09-05
291974,Non-Exempt,4104,Promotion,18-2-3110,55086.0,2023-01-23
300116,Exempt,4104,Promotion,18-2-S271,55089.0,2023-02-13
273932,Exempt,4104,Promotion,18-1-S194,55086.0,2023-05-22
273932,Exempt,4104,Promotion,18-1-S194,55086.0,2023-08-21
293422,Exempt,4104,Promotion,18-2-S268,55138.0,2024-06-10
318808,Non-Exempt,4104,Promotion,18-745-600,55117.0,2024-04-22
305546,Non-Exempt,4104,Promotion,18-8-1005,55094.0,2023-08-07
295747,Exempt,4104,Promotion,18-2-S268,55105.0,2024-08-26
292375,Exempt,4104,Promotion,18-2-S261,55123.0,2022-10-10
299403,Non-Exempt,4104,Promotion,18-2-3030,55087.0,2022-09-19
308563,Non-Exempt,4104,Promotion,18-748-500,,2023-07-31
309325,Exempt,4104,Promotion,18-4-S428,55126.0,2024-06-10
317893,Non-Exempt,4104,Promotion,18-5-5160,55105.0,2024-11-18
304646,Non-Exempt,4104,Promotion,18-4-A426,55137.0,2023-06-26
307412,Exempt,4104,Promotion,18-2-S271,55123.0,2023-11-27
284089,Exempt,4104,Promotion,18-4-S406,55308.0,2023-05-22
284089,Exempt,4104,Promotion,18-4-S406,55308.0,2023-08-14
324030,Non-Exempt,4104,Promotion,18-47-400,55113.0,2024-08-12
305658,Non-Exempt,4104,Promotion,18-5-5090,55138.0,2024-10-21
306539,Non-Exempt,4104,Promotion,18-41-1003,55126.0,2024-10-14
319808,Non-Exempt,4104,Promotion,18-41-1003,55091.0,2024-10-21
299571,Non-Exempt,4104,Promotion,18-8-1005,55105.0,2022-10-03
302454,Non-Exempt,4104,Promotion,18-77-702,55126.0,2023-10-02
274705,Exempt,4104,Promotion,18-1-S194,55094.0,2023-10-02
282849,Exempt,4104,Promotion,18-2-S227,55105.0,2023-04-10
302715,Non-Exempt,4104,Promotion,18-40-1001,55086.0,2023-06-12
328572,Non-Exempt,4104,Promotion,18-5-5020,55105.0,2024-12-23
304363,Non-Exempt,4104,Promotion,18-2-3040,55086.0,2023-11-13
304363,Non-Exempt,4104,Promotion,18-2-3040,55086.0,2024-05-06
304363,Non-Exempt,4104,Promotion,18-2-3040,55086.0,2024-10-21
310508,Non-Exempt,4104,Promotion,18-41-1002,55086.0,2023-10-02
295440,Non-Exempt,4104,Promotion,18-41-1003,55308.0,2023-01-23
295440,Non-Exempt,4104,Promotion,18-41-1003,55308.0,2023-11-20
304477,Non-Exempt,4104,Promotion,18-41-1002,55075.0,2023-08-28
304473,Non-Exempt,4104,Promotion,18-41-1002,55075.0,2023-08-28
309542,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-07-17
309542,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-10-02
305668,Non-Exempt,4104,Promotion,18-5-5030,55091.0,2024-04-15
306035,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-07-17
307575,Non-Exempt,4104,Promotion,18-41-1002,55090.0,2023-10-02
281112,Exempt,4104,Promotion,18-2-S265,55113.0,2024-05-27
281112,Exempt,4104,Promotion,18-2-S265,55113.0,2025-01-20
281112,Non-Exempt,4104,Promotion,18-2-S265,55113.0,2022-11-14
320171,Non-Exempt,4104,Promotion,18-5-5160,55113.0,2024-11-11
307875,Non-Exempt,4104,Promotion,18-40-1001,55097.0,2023-06-19
317795,Non-Exempt,4104,Promotion,18-41-1001,55086.0,2024-10-21
302751,Non-Exempt,4104,Promotion,18-77-401,55138.0,2024-05-23
279882,Exempt,4104,Promotion,18-4-S439,55143.0,2024-10-07
279882,Non-Exempt,4104,Promotion,18-4-S439,55143.0,2024-08-05
301949,Non-Exempt,4104,Promotion,18-2-3230,55801.0,2024-01-05
306148,Non-Exempt,4104,Promotion,18-77-402,55091.0,2023-07-31
304043,Non-Exempt,4104,Promotion,18-77-703,55138.0,2024-08-19
311439,Non-Exempt,4104,Promotion,18-41-1002,55081.0,2023-08-28
307119,Non-Exempt,4104,Promotion,18-41-1003,55094.0,2023-10-02
274635,Exempt,4104,Promotion,18-2-S231,55105.0,2022-05-30
274635,Exempt,4104,Promotion,18-2-S231,55105.0,2023-03-20
291868,Non-Exempt,4104,Promotion,18-40-1001,55085.0,2022-03-14
313615,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2024-12-02
313615,Non-Exempt,4104,Promotion,18-30-1001,55091.0,2024-12-03
304626,Non-Exempt,4104,Promotion,18-30-1001,55090.0,2023-05-29
296440,Non-Exempt,4104,Promotion,18-2-3080,55308.0,2024-04-08
316668,Exempt,4104,Promotion,18-1-S190,,2024-10-21
320224,Exempt,4104,Promotion,18-4-S429,55105.0,2024-08-05
241768,Exempt,4104,Promotion,18-2-S263,55102.0,2024-07-08
241768,Non-Exempt,4104,Promotion,18-2-S263,55102.0,2023-10-02
314960,Non-Exempt,4104,Promotion,18-708-104,55301.0,2024-07-01
304369,Exempt,4104,Promotion,18-2-S265,55113.0,2025-01-27
304369,Non-Exempt,4104,Promotion,18-2-S265,55113.0,2023-02-06
304369,Non-Exempt,4104,Promotion,18-2-S265,55113.0,2023-04-24
306061,Non-Exempt,4104,Promotion,18-40-1002,55091.0,2023-08-28
306061,Non-Exempt,4104,Promotion,18-40-1002,55091.0,2024-04-08
286057,Non-Exempt,4104,Promotion,18-2-S271,55100.0,2022-01-03
302498,Non-Exempt,4104,Promotion,18-197-400,55105.0,2023-07-31
302498,Non-Exempt,4104,Promotion,18-197-400,55105.0,2024-04-08
279959,Exempt,4104,Promotion,18-2-S265,55086.0,2022-08-22
275845,Non-Exempt,4104,Promotion,18-2-3030,55087.0,2022-09-19
311242,Non-Exempt,4104,Promotion,18-41-1002,55123.0,2023-09-18
311242,Non-Exempt,4104,Promotion,18-41-1002,55123.0,2024-03-04
