EE #,FLSA Category,PR Dept,Craft Class Code,Project Code,RehireDate,Reason
285328,Non-Exempt,4104,18-757-500,55074.0,04/05/2023,Rehire
288386,Non-Exempt,4104,18-757-522,55074.0,04/14/2022,Rehire
294300,Non-Exempt,4104,18-41-1001,55100.0,11/15/2022,Rehire
294300,Non-Exempt,4104,18-41-1001,55100.0,08/15/2023,Rehire
294636,Non-Exempt,4104,18-41-1003,55094.0,11/14/2023,Rehire
291526,Non-Exempt,4104,18-77-401,55113.0,10/05/2022,Rehire
291526,Non-Exempt,4104,18-77-401,55113.0,03/20/2024,Rehire
291526,Non-Exempt,4104,18-77-401,55113.0,08/13/2024,Rehire
310725,Non-Exempt,4104,18-197-400,55105.0,02/13/2024,Rehire
312179,Non-Exempt,4104,18-40-1001,55094.0,02/01/2024,Rehire
275722,Non-Exempt,4104,18-2-3110,55123.0,04/25/2023,Rehire
275722,Non-Exempt,4104,18-2-3110,55123.0,01/30/2024,Rehire
275722,Non-Exempt,4104,18-2-3110,55123.0,01/21/2025,Rehire
313160,Non-Exempt,4104,18-752-104,55302.0,01/03/2024,Rehire
291720,Exempt,4104,18-4-S428,55105.0,05/15/2023,Rehire
279982,Non-Exempt,4104,18-41-1003,55090.0,03/07/2023,Rehire
279925,Non-Exempt,4104,18-41-1003,55090.0,03/02/2023,Rehire
315227,Non-Exempt,4104,18-765-501,55303.0,11/15/2023,Rehire
286282,Non-Exempt,4104,18-41-1003,55085.0,10/21/2021,Rehire
286282,Non-Exempt,4104,18-41-1003,55085.0,05/16/2023,Rehire
317854,Non-Exempt,4104,18-41-1002,55091.0,01/20/2025,Rehire
283330,Non-Exempt,4104,18-41-1002,55091.0,04/05/2023,Rehire
283330,Non-Exempt,4104,18-41-1002,55091.0,10/28/2024,Rehire
292682,Non-Exempt,4104,18-17-500,55113.0,11/29/2022,Rehire
292682,Non-Exempt,4104,18-17-500,55113.0,11/15/2023,Rehire
287854,Non-Exempt,4104,18-47-101,55113.0,03/07/2023,Rehire
287854,Non-Exempt,4104,18-47-101,55113.0,09/03/2024,Rehire
316872,Non-Exempt,4104,18-745-500,55117.0,04/04/2024,Rehire
316872,Non-Exempt,4104,18-745-500,55117.0,10/21/2024,Rehire
300757,Non-Exempt,4104,18-40-1002,55085.0,03/15/2023,Rehire
275665,Non-Exempt,4104,18-40-1002,55076.0,12/07/2021,Rehire
308772,Non-Exempt,4104,18-40-1002,55085.0,07/13/2023,Rehire
289908,Non-Exempt,4104,18-299-522,55117.0,12/15/2021,Rehire
289908,Non-Exempt,4104,18-299-522,55117.0,06/04/2024,Rehire
314068,Non-Exempt,4104,18-64-1002,55086.0,10/23/2024,Rehire
311483,Non-Exempt,4104,18-30-1002,55091.0,03/19/2024,Rehire
318212,Non-Exempt,4104,18-745-500,55117.0,04/11/2024,Rehire
304468,Non-Exempt,4104,18-40-1002,55094.0,01/31/2024,Rehire
300371,Non-Exempt,4104,18-77-101,55109.0,11/29/2023,Rehire
291848,Non-Exempt,4104,18-2-3110,55087.0,09/06/2022,Rehire
291299,Non-Exempt,4104,18-40-1002,55086.0,10/26/2022,Rehire
311512,Non-Exempt,4104,18-297-410,55105.0,01/04/2024,Rehire
310165,Non-Exempt,4104,18-199-501,55117.0,06/11/2024,Rehire
310161,Non-Exempt,4104,18-199-501,55117.0,09/17/2024,Rehire
247968,Non-Exempt,4104,18-8-1006,55076.0,11/02/2021,Rehire
303266,Non-Exempt,4104,18-40-1001,55143.0,09/25/2024,Rehire
279855,Non-Exempt,4104,18-74-601,55113.0,06/20/2023,Rehire
307891,Non-Exempt,4104,18-8-1004,55086.0,06/10/2024,Rehire
310296,Non-Exempt,4104,18-47-402,55126.0,02/27/2024,Rehire
302495,Non-Exempt,4104,18-73-1002,55723.0,03/12/2024,Rehire
305693,Non-Exempt,4104,18-41-1002,55081.0,10/17/2023,Rehire
271392,Non-Exempt,4104,18-40-1002,55086.0,11/01/2022,Rehire
304173,Non-Exempt,4104,18-64-1003,55109.0,03/12/2024,Rehire
318785,Non-Exempt,4104,18-196-500,55313.0,02/17/2025,Rehire
272106,Non-Exempt,4104,18-47-400,55109.0,10/03/2024,Rehire
318674,Non-Exempt,4104,18-41-1001,55091.0,10/17/2024,Rehire
283576,Non-Exempt,4104,18-4-A426,55094.0,10/12/2021,Rehire
291599,Non-Exempt,4104,18-40-1002,55076.0,09/22/2022,Rehire
310788,Non-Exempt,4104,18-41-1001,55100.0,01/11/2024,Rehire
303982,Non-Exempt,4104,18-5-5160,55723.0,03/13/2024,Rehire
248493,Non-Exempt,4104,18-40-1001,55308.0,11/28/2023,Rehire
310442,Non-Exempt,4104,18-752-100,55302.0,02/07/2024,Rehire
296117,Non-Exempt,4104,18-8-1005,55097.0,05/30/2023,Rehire
296117,Non-Exempt,4104,18-8-1005,55097.0,03/05/2024,Rehire
296117,Non-Exempt,4104,18-8-1005,55097.0,06/18/2024,Rehire
328110,Non-Exempt,4104,18-47-400,55113.0,02/05/2025,Rehire
310422,Non-Exempt,4104,18-752-100,55302.0,11/13/2023,Rehire
310422,Non-Exempt,4104,18-752-100,55302.0,01/18/2024,Rehire
319169,Non-Exempt,4104,18-8-1004,55091.0,09/24/2024,Rehire
288081,Non-Exempt,4104,18-40-1003,55075.0,05/25/2022,Rehire
296057,Non-Exempt,4104,18-41-1003,55094.0,02/07/2024,Rehire
294901,Non-Exempt,4104,18-47-400,55109.0,06/19/2023,Rehire
294901,Non-Exempt,4104,18-47-400,55109.0,09/17/2024,Rehire
308441,Non-Exempt,4104,18-30-1001,55075.0,07/31/2023,Rehire
286574,Non-Exempt,4104,18-41-1002,55100.0,02/01/2024,Rehire
294348,Non-Exempt,4104,18-40-1002,55085.0,03/15/2023,Rehire
287681,Non-Exempt,4104,18-T757-522,55074.0,03/24/2022,Rehire
284147,Non-Exempt,4104,18-40-1002,55086.0,11/14/2022,Rehire
290026,Non-Exempt,4104,18-47-400,55113.0,02/05/2025,Rehire
310383,Non-Exempt,4104,18-41-1003,55094.0,02/15/2024,Rehire
318665,Non-Exempt,4104,18-41-1001,55091.0,01/07/2025,Rehire
305740,Non-Exempt,4104,18-5-5100,55113.0,08/29/2023,Rehire
305740,Non-Exempt,4104,18-5-5100,55113.0,02/22/2024,Rehire
312857,Non-Exempt,4104,18-197-400,55105.0,02/21/2024,Rehire
307981,Non-Exempt,4104,18-197-400,55105.0,02/22/2024,Rehire
313889,Non-Exempt,4104,18-708-500,55301.0,03/12/2024,Rehire
319010,Non-Exempt,4104,18-30-1003,55100.0,10/16/2024,Rehire
204735,Non-Exempt,4104,18-64-1002,55120.0,06/12/2023,Rehire
286670,Non-Exempt,4104,18-4-S429,55143.0,03/28/2022,Rehire
312903,Non-Exempt,4104,18-40-1002,55094.0,01/31/2024,Rehire
284219,Non-Exempt,4104,18-40-1001,55086.0,08/25/2022,Rehire
311603,Non-Exempt,4104,18-8-1004,55094.0,02/24/2025,Rehire
290407,Non-Exempt,4104,18-75-1002,55123.0,09/24/2024,Rehire
311152,Non-Exempt,4104,18-47-102,55143.0,02/22/2024,Rehire
293662,Non-Exempt,4104,18-8-1005,55123.0,01/06/2025,Rehire
308160,Non-Exempt,4104,18-199-101,55117.0,05/07/2024,Rehire
301689,Non-Exempt,4104,18-8-1004,55123.0,11/18/2024,Rehire
311150,Non-Exempt,4104,18-41-1003,55094.0,03/12/2024,Rehire
294276,Non-Exempt,4104,18-795-600,55123.0,06/01/2023,Rehire
301688,Non-Exempt,4104,18-41-1003,55123.0,10/30/2024,Rehire
303053,Non-Exempt,4104,18-40-1001,55086.0,03/27/2024,Rehire
286494,Non-Exempt,4104,18-77-402,55138.0,10/20/2022,Rehire
286494,Non-Exempt,4104,18-77-402,55138.0,01/09/2024,Rehire
306542,Non-Exempt,4104,18-197-400,55105.0,01/31/2024,Rehire
306542,Non-Exempt,4104,18-197-400,55105.0,06/25/2024,Rehire
281627,Non-Exempt,4104,18-757-522,55074.0,03/07/2023,Rehire
317897,Non-Exempt,4104,18-64-1003,55123.0,08/27/2024,Rehire
299235,Non-Exempt,4104,18-73-1001,55801.0,09/14/2023,Rehire
324113,Non-Exempt,4104,18-40-1002,55086.0,09/25/2024,Rehire
309575,Non-Exempt,4104,18-4-S429,55091.0,03/14/2024,Rehire
302261,Non-Exempt,4104,18-47-400,55109.0,10/17/2023,Rehire
300368,Non-Exempt,4104,18-41-1003,55089.0,05/25/2023,Rehire
284602,Non-Exempt,4104,18-757-502,55074.0,05/17/2022,Rehire
284602,Non-Exempt,4104,18-757-502,55074.0,03/22/2023,Rehire
306841,Non-Exempt,4104,18-41-1002,55156.0,01/08/2025,Rehire
304889,Non-Exempt,4104,18-47-400,55109.0,06/25/2024,Rehire
272340,Non-Exempt,4104,18-41-1001,55085.0,05/10/2022,Rehire
307237,Non-Exempt,4104,18-41-1002,55075.0,07/20/2023,Rehire
291111,Non-Exempt,4104,18-77-401,55113.0,05/10/2022,Rehire
284146,Non-Exempt,4104,18-2-3060,55086.0,12/01/2022,Rehire
284146,Non-Exempt,4104,18-2-3060,55086.0,03/19/2024,Rehire
309026,Non-Exempt,4104,18-41-1002,55123.0,01/04/2024,Rehire
309026,Non-Exempt,4104,18-41-1002,55123.0,01/21/2025,Rehire
291440,Exempt,4104,18-2-S228,55102.0,04/15/2024,Rehire
311285,Non-Exempt,4104,18-197-400,55105.0,07/16/2024,Rehire
287567,Exempt,4104,18-4-S429,55122.0,06/19/2023,Rehire
287567,Non-Exempt,4104,18-4-S429,55122.0,06/06/2022,Rehire
304517,Non-Exempt,4104,18-41-1003,55308.0,02/21/2024,Rehire
305776,Non-Exempt,4104,18-2-3110,55123.0,05/17/2023,Rehire
305776,Non-Exempt,4104,18-2-3110,55123.0,11/30/2023,Rehire
305776,Non-Exempt,4104,18-2-3110,55123.0,01/27/2025,Rehire
305711,Non-Exempt,4104,18-41-1003,55123.0,02/19/2024,Rehire
305711,Non-Exempt,4104,18-41-1003,55123.0,01/27/2025,Rehire
303060,Non-Exempt,4104,18-41-1002,55085.0,06/27/2023,Rehire
317485,Non-Exempt,4104,18-745-500,55117.0,04/04/2024,Rehire
318740,Non-Exempt,4104,18-196-500,55313.0,02/17/2025,Rehire
258617,Non-Exempt,4104,18-40-1002,55086.0,02/22/2023,Rehire
274485,Non-Exempt,4104,18-41-1001,55086.0,04/19/2022,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,11/30/2021,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,04/05/2022,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,09/08/2022,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,04/26/2023,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,02/14/2024,Rehire
276638,Non-Exempt,4104,18-41-1003,55094.0,04/24/2024,Rehire
276451,Non-Exempt,4104,18-41-1003,55094.0,03/16/2022,Rehire
276451,Non-Exempt,4104,18-41-1003,55094.0,09/08/2022,Rehire
276451,Non-Exempt,4104,18-41-1003,55094.0,05/23/2023,Rehire
276451,Non-Exempt,4104,18-41-1003,55094.0,02/14/2024,Rehire
276451,Non-Exempt,4104,18-41-1003,55094.0,04/24/2024,Rehire
286287,Non-Exempt,4104,18-2-3230,55076.0,04/05/2022,Rehire
286287,Non-Exempt,4104,18-2-3230,55076.0,09/20/2022,Rehire
276587,Non-Exempt,4104,18-30-1002,55085.0,05/23/2023,Rehire
308147,Non-Exempt,4104,18-199-501,55117.0,01/17/2024,Rehire
306216,Non-Exempt,4104,18-8-1004,55094.0,01/11/2024,Rehire
317472,Non-Exempt,4104,18-47-500,55113.0,02/10/2025,Rehire
302956,Non-Exempt,4104,18-47-401,55143.0,09/14/2023,Rehire
290942,Non-Exempt,4104,18-41-1001,55086.0,04/19/2022,Rehire
321459,Non-Exempt,4104,18-47-400,55113.0,02/26/2025,Rehire
282695,Non-Exempt,4104,18-8-1004,55094.0,11/07/2023,Rehire
282541,Non-Exempt,4104,18-2-3220,55105.0,10/22/2021,Rehire
319186,Non-Exempt,4104,18-17-402,55143.0,02/03/2025,Rehire
288573,Non-Exempt,4104,18-8-1004,55076.0,04/18/2024,Rehire
312852,Non-Exempt,4104,18-41-1002,55086.0,02/06/2024,Rehire
283924,Non-Exempt,4104,18-8-1006,55073.0,10/18/2021,Rehire
311741,Non-Exempt,4104,18-47-101,55113.0,01/31/2024,Rehire
283492,Non-Exempt,4104,18-41-1001,55091.0,01/08/2025,Rehire
313963,Non-Exempt,4104,18-708-602,55301.0,03/25/2024,Rehire
310399,Non-Exempt,4104,18-41-1003,55123.0,02/20/2024,Rehire
311887,Non-Exempt,4104,18-41-1002,55123.0,06/04/2024,Rehire
312581,Non-Exempt,4104,18-47-400,55109.0,10/28/2024,Rehire
276754,Non-Exempt,4104,18-74-500,55109.0,11/30/2021,Rehire
285613,Non-Exempt,4104,18-47-400,55109.0,12/06/2022,Rehire
285613,Non-Exempt,4104,18-47-400,55109.0,09/03/2024,Rehire
259291,Non-Exempt,4104,18-2-3220,55723.0,05/21/2024,Rehire
311181,Non-Exempt,4104,18-41-1003,55094.0,03/19/2024,Rehire
311181,Non-Exempt,4104,18-41-1003,55094.0,09/05/2024,Rehire
313893,Non-Exempt,4104,18-752-103,55302.0,11/07/2023,Rehire
313893,Non-Exempt,4104,18-752-103,55302.0,01/03/2024,Rehire
290812,Non-Exempt,4104,18-8-1004,55085.0,07/26/2022,Rehire
318044,Non-Exempt,4104,18-41-1003,55123.0,10/28/2024,Rehire
312164,Non-Exempt,4104,18-77-102,55138.0,07/02/2024,Rehire
312164,Non-Exempt,4104,18-77-102,55138.0,02/19/2025,Rehire
316755,Non-Exempt,4104,18-40-1002,55100.0,09/17/2024,Rehire
284811,Non-Exempt,4104,18-2-3080,55097.0,03/05/2024,Rehire
325016,Non-Exempt,4104,18-77-501,55137.0,11/25/2024,Rehire
302684,Non-Exempt,4104,18-297-110,55105.0,09/14/2023,Rehire
302684,Non-Exempt,4104,18-297-110,55105.0,05/14/2024,Rehire
306074,Non-Exempt,4104,18-40-1001,55101.0,05/07/2024,Rehire
307231,Non-Exempt,4104,18-74-101,55113.0,09/12/2023,Rehire
307231,Non-Exempt,4104,18-74-101,55113.0,05/07/2024,Rehire
283528,Non-Exempt,4104,18-8-1005,55113.0,06/25/2024,Rehire
313273,Non-Exempt,4104,18-745-500,55117.0,10/19/2023,Rehire
313273,Non-Exempt,4104,18-745-500,55117.0,11/08/2023,Rehire
313273,Non-Exempt,4104,18-745-500,55117.0,03/12/2024,Rehire
313273,Non-Exempt,4104,18-745-500,55117.0,10/01/2024,Rehire
303706,Non-Exempt,4104,18-41-1002,55094.0,03/21/2024,Rehire
318618,Non-Exempt,4104,18-41-1003,55100.0,05/07/2024,Rehire
309368,Non-Exempt,4104,18-41-1002,55094.0,02/01/2024,Rehire
282594,Non-Exempt,4104,18-T757-522,55074.0,03/25/2022,Rehire
313158,Non-Exempt,4104,18-708-106,55301.0,01/03/2024,Rehire
313158,Non-Exempt,4104,18-708-106,55301.0,04/02/2024,Rehire
304100,Non-Exempt,4104,18-74-101,55113.0,10/30/2024,Rehire
291455,Non-Exempt,4104,18-8-1005,55094.0,11/15/2022,Rehire
291455,Non-Exempt,4104,18-8-1005,55094.0,03/05/2024,Rehire
315619,Non-Exempt,4104,18-41-1001,55311.0,03/05/2024,Rehire
314500,Non-Exempt,4104,18-708-803,55301.0,03/19/2024,Rehire
286189,Non-Exempt,4104,18-40-1002,55090.0,05/11/2023,Rehire
290075,Non-Exempt,4104,18-41-1001,55085.0,09/13/2022,Rehire
290075,Non-Exempt,4104,18-41-1001,55085.0,08/24/2023,Rehire
314502,Non-Exempt,4104,18-708-500,55301.0,11/07/2023,Rehire
304949,Non-Exempt,4104,18-74-101,55113.0,01/29/2025,Rehire
286753,Non-Exempt,4104,18-297-410,55105.0,04/11/2024,Rehire
288864,Non-Exempt,4104,18-757-516,55074.0,03/01/2023,Rehire
273221,Non-Exempt,4104,18-40-1002,55093.0,08/16/2022,Rehire
306538,Non-Exempt,4104,18-77-703,55138.0,11/07/2023,Rehire
284389,Non-Exempt,4104,18-2-3220,55156.0,02/14/2023,Rehire
295737,Non-Exempt,4104,18-41-1002,55085.0,04/13/2023,Rehire
316873,Non-Exempt,4104,18-745-500,55117.0,09/18/2024,Rehire
294366,Non-Exempt,4104,18-8-1004,55109.0,04/04/2023,Rehire
294366,Non-Exempt,4104,18-8-1004,55109.0,10/31/2023,Rehire
302244,Non-Exempt,4104,18-8-1004,55100.0,05/02/2024,Rehire
312152,Non-Exempt,4104,18-708-500,55301.0,04/10/2024,Rehire
313428,Non-Exempt,4104,18-745-500,55117.0,02/19/2024,Rehire
313428,Non-Exempt,4104,18-745-500,55117.0,04/09/2024,Rehire
313428,Non-Exempt,4104,18-745-500,55117.0,10/23/2024,Rehire
322377,Non-Exempt,4104,18-74-102,55126.0,02/12/2025,Rehire
309739,Non-Exempt,4104,18-8-1005,55094.0,04/23/2024,Rehire
308137,Non-Exempt,4104,18-41-1003,55123.0,01/06/2025,Rehire
296273,Non-Exempt,4104,18-77-102,55138.0,04/11/2023,Rehire
222717,Non-Exempt,4104,18-8-1005,55087.0,07/12/2022,Rehire
302579,Non-Exempt,4104,18-47-400,55109.0,10/28/2024,Rehire
291825,Non-Exempt,4104,18-197-601,55105.0,03/12/2024,Rehire
306448,Non-Exempt,4104,18-41-1002,55089.0,04/26/2023,Rehire
306448,Non-Exempt,4104,18-41-1002,55089.0,01/30/2024,Rehire
306206,Non-Exempt,4104,18-40-1001,55087.0,05/15/2024,Rehire
307727,Non-Exempt,4104,18-8-1005,55100.0,11/28/2023,Rehire
308979,Non-Exempt,4104,18-47-400,55109.0,02/15/2024,Rehire
323619,Non-Exempt,4104,18-41-1003,55100.0,10/14/2024,Rehire
308034,Non-Exempt,4104,18-41-1003,55096.0,01/18/2024,Rehire
309592,Non-Exempt,4104,18-41-1002,55094.0,02/01/2024,Rehire
313130,Non-Exempt,4104,18-197-400,55105.0,03/05/2024,Rehire
302268,Non-Exempt,4104,18-197-400,55105.0,08/13/2024,Rehire
302952,Non-Exempt,4104,18-4-S429,55093.0,01/17/2024,Rehire
309583,Non-Exempt,4104,18-299-101,55117.0,06/20/2024,Rehire
310660,Non-Exempt,4104,18-41-1001,55101.0,02/14/2024,Rehire
310638,Non-Exempt,4104,18-41-1002,55096.0,06/26/2024,Rehire
271951,Non-Exempt,4104,18-8-1005,55085.0,12/22/2022,Rehire
271951,Non-Exempt,4104,18-8-1005,55085.0,04/11/2023,Rehire
304613,Non-Exempt,4104,18-30-1001,55091.0,03/19/2024,Rehire
284144,Non-Exempt,4104,18-41-1002,55086.0,12/01/2022,Rehire
274974,Non-Exempt,4104,18-40-1002,55075.0,10/28/2021,Rehire
248455,Non-Exempt,4104,18-2-3220,55076.0,12/14/2021,Rehire
304259,Non-Exempt,4104,18-77-701,55150.0,11/02/2023,Rehire
275990,Non-Exempt,4104,18-41-1003,55091.0,09/19/2023,Rehire
275990,Non-Exempt,4104,18-41-1003,55091.0,02/01/2024,Rehire
307230,Non-Exempt,4104,18-41-1003,55123.0,02/27/2024,Rehire
307230,Non-Exempt,4104,18-41-1003,55123.0,01/29/2025,Rehire
309146,Non-Exempt,4104,18-41-1001,55081.0,09/07/2023,Rehire
306708,Non-Exempt,4104,18-41-1003,55100.0,02/22/2024,Rehire
303574,Non-Exempt,4104,18-2-3070,55091.0,03/19/2024,Rehire
314529,Non-Exempt,4104,18-708-601,55301.0,11/07/2023,Rehire
290093,Non-Exempt,4104,18-8-1005,55306.0,03/27/2023,Rehire
318307,Non-Exempt,4104,18-2-3080,55313.0,02/17/2025,Rehire
318664,Non-Exempt,4104,18-74-703,55809.0,02/24/2025,Rehire
309582,Non-Exempt,4104,18-41-1002,55094.0,07/18/2024,Rehire
302588,Non-Exempt,4104,18-47-500,55109.0,05/08/2024,Rehire
247927,Non-Exempt,4104,18-8-1005,55089.0,02/07/2024,Rehire
281171,Non-Exempt,4104,18-T757-510,55074.0,04/01/2022,Rehire
281171,Non-Exempt,4104,18-T757-510,55074.0,02/07/2023,Rehire
286100,Non-Exempt,4104,18-41-1003,55123.0,02/16/2023,Rehire
286100,Non-Exempt,4104,18-41-1003,55123.0,03/14/2024,Rehire
301529,Non-Exempt,4104,18-77-501,55109.0,03/26/2024,Rehire
283666,Non-Exempt,4104,18-196-500,55723.0,05/21/2024,Rehire
307860,Non-Exempt,4104,18-197-400,55105.0,07/16/2024,Rehire
300829,Non-Exempt,4104,18-197-400,55105.0,05/08/2024,Rehire
283658,Non-Exempt,4104,18-396-601,55074.0,02/06/2024,Rehire
311259,Non-Exempt,4104,18-197-400,55105.0,07/16/2024,Rehire
283664,Non-Exempt,4104,18-2-3220,55723.0,02/23/2023,Rehire
283664,Non-Exempt,4104,18-2-3220,55723.0,02/06/2024,Rehire
283665,Non-Exempt,4104,18-2-3220,55074.0,02/06/2024,Rehire
329209,Non-Exempt,4104,18-30-1002,55091.0,01/20/2025,Rehire
293409,Non-Exempt,4104,18-40-1001,55093.0,04/26/2022,Rehire
293409,Non-Exempt,4104,18-40-1001,55093.0,02/21/2023,Rehire
300310,Non-Exempt,4104,18-797-100,55105.0,08/01/2023,Rehire
322446,Non-Exempt,4104,18-47-101,55138.0,01/20/2025,Rehire
303890,Non-Exempt,4104,18-745-100,55117.0,10/23/2024,Rehire
323837,Non-Exempt,4104,18-30-1003,55091.0,02/10/2025,Rehire
322260,Non-Exempt,4104,18-41-1003,55123.0,08/27/2024,Rehire
322260,Non-Exempt,4104,18-41-1003,55123.0,01/27/2025,Rehire
320360,Non-Exempt,4104,18-41-1003,55100.0,08/19/2024,Rehire
302731,Non-Exempt,4104,18-8-1004,55123.0,05/15/2024,Rehire
300170,Non-Exempt,4104,18-47-601,55109.0,02/21/2024,Rehire
226408,Non-Exempt,4104,18-77-502,55109.0,04/09/2024,Rehire
312602,Non-Exempt,4104,18-47-101,55109.0,07/09/2024,Rehire
311434,Non-Exempt,4104,18-752-100,55302.0,11/14/2023,Rehire
311434,Non-Exempt,4104,18-752-100,55302.0,01/18/2024,Rehire
309126,Non-Exempt,4104,18-41-1003,55123.0,05/14/2024,Rehire
310262,Non-Exempt,4104,18-40-1001,55103.0,02/13/2024,Rehire
302759,Non-Exempt,4104,18-40-1003,55086.0,02/07/2023,Rehire
248013,Exempt,4104,18-2-S231,55143.0,04/17/2023,Rehire
306136,Non-Exempt,4104,18-41-1002,55085.0,08/29/2023,Rehire
290792,Non-Exempt,4104,18-8-1004,55123.0,11/30/2021,Rehire
290792,Non-Exempt,4104,18-8-1004,55123.0,03/14/2024,Rehire
290792,Non-Exempt,4104,18-8-1004,55123.0,06/19/2024,Rehire
302791,Non-Exempt,4104,18-40-1002,55103.0,02/08/2024,Rehire
302791,Non-Exempt,4104,18-40-1002,55103.0,03/26/2024,Rehire
259543,Non-Exempt,4104,18-8-1005,55091.0,10/01/2024,Rehire
302451,Non-Exempt,4104,18-64-1002,55089.0,11/28/2023,Rehire
307460,Non-Exempt,4104,18-40-1002,55100.0,02/21/2024,Rehire
227029,Non-Exempt,4104,18-40-1003,55094.0,01/10/2024,Rehire
309134,Non-Exempt,4104,18-41-1002,55094.0,02/06/2024,Rehire
318171,Non-Exempt,4104,18-197-400,55105.0,10/16/2024,Rehire
274584,Non-Exempt,4104,18-77-401,55109.0,09/17/2024,Rehire
307509,Non-Exempt,4104,18-5-5060,55143.0,03/27/2024,Rehire
289994,Non-Exempt,4104,18-8-1004,55085.0,08/08/2023,Rehire
307817,Non-Exempt,4104,18-297-410,55105.0,06/04/2024,Rehire
291040,Non-Exempt,4104,18-2-3220,55113.0,09/12/2023,Rehire
305770,Non-Exempt,4104,18-41-1002,55302.0,01/04/2024,Rehire
302581,Non-Exempt,4104,18-197-400,55105.0,01/30/2024,Rehire
318149,Non-Exempt,4104,18-47-403,55138.0,01/13/2025,Rehire
306950,Non-Exempt,4104,18-41-1003,55103.0,01/11/2024,Rehire
310256,Non-Exempt,4104,18-47-400,55109.0,02/20/2024,Rehire
323796,Non-Exempt,4104,18-47-101,55138.0,02/05/2025,Rehire
321987,Non-Exempt,4104,18-2-3110,55091.0,08/27/2024,Rehire
315837,Non-Exempt,4104,18-708-501,55301.0,04/01/2024,Rehire
302762,Non-Exempt,4104,18-74-601,55113.0,05/23/2023,Rehire
275493,Non-Exempt,4104,18-40-1001,55094.0,06/20/2023,Rehire
300968,Non-Exempt,4104,18-47-401,55143.0,07/16/2024,Rehire
300968,Non-Exempt,4104,18-47-401,55143.0,01/27/2025,Rehire
282879,Non-Exempt,4104,18-30-1002,55094.0,08/23/2022,Rehire
310785,Non-Exempt,4104,18-41-1003,55094.0,04/09/2024,Rehire
282753,Non-Exempt,4104,18-757-502,55074.0,03/30/2022,Rehire
292509,Non-Exempt,4104,18-8-1005,55101.0,04/19/2023,Rehire
275721,Non-Exempt,4104,18-41-1002,55091.0,03/06/2024,Rehire
276379,Non-Exempt,4104,18-41-1002,55085.0,07/12/2022,Rehire
322314,Non-Exempt,4104,18-47-101,55138.0,01/20/2025,Rehire
280731,Non-Exempt,4104,18-297-410,55105.0,04/03/2024,Rehire
294867,Non-Exempt,4104,18-40-1001,55087.0,11/30/2022,Rehire
294867,Non-Exempt,4104,18-40-1001,55087.0,10/10/2023,Rehire
270015,Non-Exempt,4104,18-41-1003,55094.0,04/16/2024,Rehire
291030,Non-Exempt,4104,18-41-1002,55085.0,10/04/2022,Rehire
310437,Non-Exempt,4104,18-30-1001,55724.0,10/10/2023,Rehire
317999,Non-Exempt,4104,18-41-1003,55094.0,03/21/2024,Rehire
286745,Non-Exempt,4104,18-5-5010,55105.0,09/28/2022,Rehire
303753,Non-Exempt,4104,18-41-1003,55094.0,02/20/2024,Rehire
303753,Non-Exempt,4104,18-41-1003,55094.0,03/21/2024,Rehire
271644,Non-Exempt,4104,18-40-1002,55076.0,09/20/2022,Rehire
274772,Non-Exempt,4104,18-40-1001,55094.0,02/22/2024,Rehire
306102,Non-Exempt,4104,18-41-1002,55091.0,02/28/2024,Rehire
295214,Non-Exempt,4104,18-757-522,55074.0,03/14/2023,Rehire
248136,Non-Exempt,4104,18-5-5140,55808.0,02/26/2025,Rehire
303401,Non-Exempt,4104,18-8-1006,55100.0,11/03/2023,Rehire
303401,Non-Exempt,4104,18-8-1006,55100.0,02/28/2024,Rehire
303401,Non-Exempt,4104,18-8-1006,55100.0,10/14/2024,Rehire
286800,Non-Exempt,4104,18-2-S270,55093.0,11/30/2021,Rehire
283479,Non-Exempt,4104,18-797-600,55105.0,11/09/2021,Rehire
300119,Non-Exempt,4104,18-2-3110,55143.0,09/26/2023,Rehire
272040,Non-Exempt,4104,18-41-1002,55091.0,02/05/2025,Rehire
284812,Non-Exempt,4104,18-41-1002,55123.0,05/31/2023,Rehire
304221,Non-Exempt,4104,18-41-1001,55308.0,08/29/2023,Rehire
304221,Non-Exempt,4104,18-41-1001,55308.0,04/23/2024,Rehire
304221,Non-Exempt,4104,18-41-1001,55308.0,02/17/2025,Rehire
322437,Non-Exempt,4104,18-47-403,55138.0,10/23/2024,Rehire
322437,Non-Exempt,4104,18-47-403,55138.0,02/03/2025,Rehire
282537,Non-Exempt,4104,18-8-1006,55085.0,06/07/2022,Rehire
288980,Non-Exempt,4104,18-757-522,55074.0,05/17/2022,Rehire
296278,Non-Exempt,4104,18-41-1003,55100.0,08/02/2023,Rehire
296278,Non-Exempt,4104,18-41-1003,55100.0,02/29/2024,Rehire
322210,Non-Exempt,4104,18-8-1005,55123.0,02/03/2025,Rehire
302403,Non-Exempt,4104,18-73-1002,55723.0,03/05/2024,Rehire
291926,Non-Exempt,4104,18-40-1001,55093.0,02/16/2023,Rehire
